x;y;Species;Reference
-48.959444;-28.2625;Cyathea delgadii;GBIF
-49.229444;-26.820833;Cyathea delgadii;GBIF
-49.321667;-26.730556;Cyathea delgadii;GBIF
-49.498611;-28.443611;Cyathea delgadii;GBIF
-49.315556;-28.617778;Cyathea delgadii;GBIF
-49.41;-28.17;Cyathea delgadii;GBIF
-49.411944;-28.259722;Cyathea delgadii;GBIF
-48.69;-26.19;Cyathea delgadii;GBIF
-48.87;-26.01;Cyathea delgadii;GBIF
-48.87;-27.63;Cyathea delgadii;GBIF
-48.96;-27.449722;Cyathea delgadii;GBIF
-49.049444;-27.630278;Cyathea delgadii;GBIF
-49.950556;-26.730278;Cyathea delgadii;GBIF
-48.961944;-26.28;Cyathea delgadii;GBIF
-49.049722;-27.54;Cyathea delgadii;GBIF
-48.778611;-26.8225;Cyathea delgadii;GBIF
-48.960278;-26.999444;Cyathea delgadii;GBIF
-49.59;-28.62;Cyathea delgadii;GBIF
-48.780278;-26.999722;Cyathea delgadii;GBIF
-49.86;-28.8;Cyathea delgadii;GBIF
-48.662778;-26.215278;Cyathea delgadii;GBIF
-49.049444;-26.819722;Cyathea delgadii;GBIF
-49.23;-27.9;Cyathea delgadii;GBIF
-49.59;-27.63;Cyathea delgadii;GBIF
-48.884167;-27.625833;Cyathea delgadii;GBIF
-49.087778;-27.056667;Cyathea delgadii;GBIF
-50.23279953;-30.24749947;Cyathea delgadii;SpeciesLink
-49.45750046;-28.5156002;Cyathea delgadii;SpeciesLink
-49.29140091;-28.35890007;Cyathea delgadii;SpeciesLink
-48.82360077;-27.69389915;Cyathea delgadii;SpeciesLink
-48.98109818;-27.08580017;Cyathea delgadii;SpeciesLink
-48.95890045;-26.9314003;Cyathea delgadii;SpeciesLink
-48.59000015;-24.57999992;Cyathea delgadii;SpeciesLink
-49.319167;-28.348056;Cyathea delgadii;IFFSC
-48.870278;-28.169444;Cyathea delgadii;IFFSC
-49.136944;-28.080556;Cyathea delgadii;IFFSC
-48.78;-27.99;Cyathea delgadii;IFFSC
-48.96;-27.72;Cyathea delgadii;IFFSC
-48.780833;-27.628889;Cyathea delgadii;IFFSC
-48.96;-27.54;Cyathea delgadii;IFFSC
-49.32;-27.359722;Cyathea delgadii;IFFSC
-49.23;-27.359722;Cyathea delgadii;IFFSC
-49.137778;-27.359722;Cyathea delgadii;IFFSC
-48.96;-27.36;Cyathea delgadii;IFFSC
-48.78;-27.36;Cyathea delgadii;IFFSC
-48.690278;-27.361389;Cyathea delgadii;IFFSC
-49.41;-27.27;Cyathea delgadii;IFFSC
-49.41;-27.18;Cyathea delgadii;IFFSC
-49.32;-27.18;Cyathea delgadii;IFFSC
-49.77;-27.09;Cyathea delgadii;IFFSC
-49.32;-27.089722;Cyathea delgadii;IFFSC
-48.78;-27.09;Cyathea delgadii;IFFSC
-49.589444;-26.998056;Cyathea delgadii;IFFSC
-49.77;-26.91;Cyathea delgadii;IFFSC
-49.677778;-26.908333;Cyathea delgadii;IFFSC
-49.588056;-26.911667;Cyathea delgadii;IFFSC
-49.769444;-26.821389;Cyathea delgadii;IFFSC
-49.05;-26.73;Cyathea delgadii;IFFSC
-48.960833;-27.809722;Cyathea delgadii;IFFSC
-48.69;-27.81;Cyathea delgadii;IFFSC
-48.870278;-27.539444;Cyathea delgadii;IFFSC
-48.87;-27.45;Cyathea delgadii;IFFSC
-49.049722;-27.358333;Cyathea delgadii;IFFSC
-50.13;-27.18;Cyathea delgadii;IFFSC
-49.41;-26.46;Cyathea delgadii;IFFSC
-50.22;-27;Cyathea delgadii;IFFSC
-49.051667;-26.4625;Cyathea delgadii;IFFSC
-50.219722;-26.909722;Cyathea delgadii;IFFSC
-49.68;-26.82;Cyathea delgadii;IFFSC
-48.871111;-26.819722;Cyathea delgadii;IFFSC
-49.86;-26.64;Cyathea delgadii;IFFSC
-49.05;-26.550278;Cyathea delgadii;IFFSC
-49.414814;-25.464931;Cyathea feeana;GBIF
-49.40037;-24.949619;Cyathea feeana;GBIF
-49.245555;-26.221944;Cyathea feeana;GBIF
-49.3725;-26.559444;Cyathea feeana;GBIF
-49.370556;-26.278333;Cyathea feeana;GBIF
-49.410556;-26.315278;Cyathea feeana;GBIF
-49.214722;-26.294722;Cyathea feeana;GBIF
-49.380556;-26.421667;Cyathea feeana;GBIF
-49.500278;-26.280278;Cyathea feeana;GBIF
-49.590555;-26.640278;Cyathea feeana;GBIF
-48.69;-27.81;Cyathea feeana;GBIF
-49.950556;-26.640278;Cyathea feeana;GBIF
-49.23;-28.08;Cyathea feeana;GBIF
-49.14;-27.449722;Cyathea feeana;GBIF
-49.05;-27.450556;Cyathea feeana;GBIF
-50.220278;-26.91;Cyathea feeana;GBIF
-49.049444;-27.630278;Cyathea feeana;GBIF
-49.950556;-26.730278;Cyathea feeana;GBIF
-49.140833;-26.187222;Cyathea feeana;GBIF
-49.410833;-27.629167;Cyathea feeana;GBIF
-49.500556;-27.630278;Cyathea feeana;GBIF
-48.69;-26.46;Cyathea feeana;GBIF
-49.32;-27.45;Cyathea feeana;GBIF
-49.68;-27.36;Cyathea feeana;GBIF
-48.901944;-27.150556;Cyathea feeana;GBIF
-49.590555;-26.459722;Cyathea feeana;GBIF
-49.770833;-26.549722;Cyathea feeana;GBIF
-50.488055;-26.370278;Cyathea feeana;GBIF
-49.325556;-26.155556;Cyathea feeana;GBIF
-49.071944;-26.921389;Cyathea feeana;GBIF
-49.308333;-26.320833;Cyathea hirsuta;GBIF
-48.801944;-25.234722;Cyathea hirsuta;GBIF
-48.671944;-25.311389;Cyathea hirsuta;GBIF
-48.693333;-24.539444;Cyathea hirsuta;GBIF
-49.087222;-26.957222;Cyathea hirsuta;GBIF
-48.393333;-24.645556;Cyathea hirsuta;GBIF
-48.447222;-24.273611;Cyathea hirsuta;GBIF
-46.775278;-23.993889;Cyathea hirsuta;GBIF
-46.43333;-23.88333;Cyathea hirsuta;GBIF
-49.429167;-26.910556;Cyathea hirsuta;GBIF
-49.362222;-26.8625;Cyathea hirsuta;GBIF
-48.683333;-25.3;Cyathea hirsuta;GBIF
-47.448611;-24.076111;Cyathea hirsuta;GBIF
-48.683333;-25.25;Cyathea hirsuta;GBIF
-48.533333;-24.666667;Cyathea hirsuta;GBIF
-48.913583;-25.810083;Cyathea hirsuta;GBIF
-48.779722;-27.180278;Cyathea hirsuta;GBIF
-49.094444;-27.064444;Cyathea hirsuta;GBIF
-49.111111;-27.016111;Cyathea hirsuta;GBIF
-48.960556;-27.360278;Cyathea hirsuta;GBIF
-49.77;-26.821667;Cyathea hirsuta;GBIF
-49.410833;-27.09;Cyathea hirsuta;GBIF
-49.049444;-26.819722;Cyathea hirsuta;GBIF
-48.3258;-25.2983;Cyathea leucofolis;GBIF
-47.7883;-24.7078;Cyathea leucofolis;GBIF
-46.375978;-23.834564;Cyathea leucofolis;GBIF
-48.32;-25.27;Cyathea leucofolis;GBIF
-48.693333;-24.539444;Cyathea leucofolis;GBIF
-48.469444;-24.6175;Cyathea leucofolis;GBIF
-48.127222;-24.825278;Cyathea leucofolis;GBIF
-47.916667;-24.2;Cyathea leucofolis;GBIF
-46.828611;-24.166389;Cyathea leucofolis;GBIF
-48.105028;-24555;Cyathea leucofolis;GBIF
-48.75;-25.5;Cyathea leucofolis;GBIF
-48.333333;-25.283333;Cyathea leucofolis;GBIF
-47.916667;-24.166667;Cyathea leucofolis;GBIF
-48.783333;-25.216667;Cyathea leucofolis;GBIF
-48775;-25325;Cyathea leucofolis;GBIF
-48.895833;-25.409722;Cyathea leucofolis;GBIF
-48.683333;-25.25;Cyathea leucofolis;GBIF
-48.666667;-25.316667;Cyathea leucofolis;GBIF
-48.40825;-25.184778;Cyathea leucofolis;GBIF
-48.385889;-25.1755;Cyathea leucofolis;GBIF
-47.563245;-24.699252;Cyathea leucofolis;Fernandes,1997
-48.714565;-25.431231;Cyathea leucofolis;Fernandes,1997
-48.576444;-25.886879;Cyathea leucofolis;Fernandes,1997
-48.329431;-25.20045;Cyathea leucofolis;Fernandes,1997
-48.526187;-25.520501;Cyathea leucofolis;Fernandes,1997
-48.66666;-25.31667;Cyathea leucofolis;SpeciesLink
-48.9583;-25.40972;Cyathea leucofolis;SpeciesLink
-48.5092;-25.52;Cyathea leucofolis;SpeciesLink
-48.8344;-25.4769;Cyathea leucofolis;SpeciesLink
-48.3288;-25.3066;Cyathea leucofolis;SpeciesLink
-48.3333;-25.28333;Cyathea leucofolis;SpeciesLink
-48.6933;-24.5394;Cyathea leucofolis;SpeciesLink
-48.951667;-27.418611;Cyathea phalerata;GBIF
-48.727222;-26055;Cyathea phalerata;GBIF
-48.870278;-28.169444;Cyathea phalerata;GBIF
-48.460556;-27.644722;Cyathea phalerata;GBIF
-49.227778;-27.539167;Cyathea phalerata;GBIF
-48.87;-26.37;Cyathea phalerata;GBIF
-49.14;-27.449722;Cyathea phalerata;GBIF
-48.96;-27.993889;Cyathea phalerata;GBIF
-49.144167;-27.629722;Cyathea phalerata;GBIF
-49.322222;-28.17;Cyathea phalerata;GBIF
-48.869722;-27.99;Cyathea phalerata;GBIF
-49.499722;-28.35;Cyathea phalerata;GBIF
-48.820278;-27.727222;Cyathea phalerata;GBIF
-48.430833;-25.481389;Cyathea phalerata;GBIF
-49.313333;-26.324722;Cyathea phalerata;GBIF
-50.534222;-24.336861;Cyathea phalerata;GBIF
-49.2433;-28.4233;Cyathea phalerata;GBIF
-48.3418;-24.2505;Cyathea phalerata;GBIF
-49.41556;-25.465491;Cyathea phalerata;GBIF
-48.919167;-25.583333;Cyathea phalerata;GBIF
-49.0036;-25.3887;Cyathea phalerata;GBIF
-47.92;-24.18;Cyathea phalerata;GBIF
-49.369722;-26.254722;Cyathea phalerata;GBIF
-48.96;-25.02;Cyathea phalerata;GBIF
-49.245555;-26.221944;Cyathea phalerata;GBIF
-46775;-23895;Cyathea phalerata;GBIF
-48.83;-25.23;Cyathea phalerata;GBIF
-48.97;-25.43;Cyathea phalerata;GBIF
-47.55017408;-24.70417831;Cyathea phalerata;GBIF
-48.303333;-25.178056;Cyathea phalerata;GBIF
-48.616389;-26.801944;Cyathea phalerata;GBIF
-49.069444;-27.286111;Cyathea phalerata;GBIF
-48.710833;-24.853889;Cyathea phalerata;GBIF
-51.839833;-25.950917;Cyathea phalerata;GBIF
-50.0375;-26.818611;Cyathea phalerata;GBIF
-49.838611;-26.682222;Cyathea phalerata;GBIF
-46.941722;-23.824667;Cyathea phalerata;GBIF
-48.417222;-24.931111;Cyathea phalerata;GBIF
-48.360194;-24.284167;Cyathea phalerata;GBIF
-48.419167;-24.2775;Cyathea phalerata;GBIF
-47.916667;-24.2;Cyathea phalerata;GBIF
-46.735278;-23.985278;Cyathea phalerata;GBIF
-48.640278;-26.418333;Cyathea phalerata;GBIF
-49.212778;-28.186667;Cyathea phalerata;GBIF
-49.05;-27.450556;Cyathea phalerata;GBIF
-50.313889;-26.738333;Cyathea phalerata;GBIF
-50;-27;Cyathea phalerata;GBIF
-48.693333;-24.539444;Cyathea phalerata;GBIF
-48.8325;-25.294722;Cyathea phalerata;GBIF
-48.905278;-25.352778;Cyathea phalerata;GBIF
-50.100556;-29.162222;Cyathea phalerata;GBIF
-49.14;-27.27;Cyathea phalerata;GBIF
-48.959444;-28.2625;Cyathea phalerata;GBIF
-48.87;-27.63;Cyathea phalerata;GBIF
-48.96;-27.449722;Cyathea phalerata;GBIF
-48.9;-27.1;Cyathea phalerata;GBIF
-48.75;-27.1;Cyathea phalerata;GBIF
-49.946667;-29.358194;Cyathea phalerata;GBIF
-48.930833;-26.799722;Cyathea phalerata;GBIF
-49.370556;-26.278333;Cyathea phalerata;GBIF
-49.053611;-26.220833;Cyathea phalerata;GBIF
-48.48333;-27.56666;Cyathea phalerata;GBIF
-46.43333;-23.88333;Cyathea phalerata;GBIF
-46.93333;-24.25;Cyathea phalerata;GBIF
-48.385889;-25.1755;Cyathea phalerata;GBIF
-49.139722;-26.368056;Cyathea phalerata;GBIF
-50.038333;-27.361389;Cyathea phalerata;GBIF
-49.080833;-27.059444;Cyathea phalerata;GBIF
-49.14;-27.000278;Cyathea phalerata;GBIF
-48.69;-26.46;Cyathea phalerata;GBIF
-48.929444;-27.901944;Cyathea phalerata;GBIF
-49.274167;-26.738333;Cyathea phalerata;GBIF
-48.855278;-26.027222;Cyathea phalerata;GBIF
-48.82;-28.341389;Cyathea phalerata;GBIF
-48.69;-28.08;Cyathea phalerata;GBIF
-49.320278;-26.370556;Cyathea phalerata;GBIF
-47.073021;-23.737679;Cyathea phalerata;GBIF
-47.072921;-23.715509;Cyathea phalerata;GBIF
-47.555556;-24.165833;Cyathea phalerata;GBIF
-48.571667;-24.418056;Cyathea phalerata;GBIF
-48.983333;-25.483333;Cyathea phalerata;GBIF
-48.866667;-25.25;Cyathea phalerata;GBIF
-48.833333;-25.25;Cyathea phalerata;GBIF
-48.683333;-25.3;Cyathea phalerata;GBIF
-49.65;-24.166667;Cyathea phalerata;GBIF
-49.166667;-25.583333;Cyathea phalerata;GBIF
-49.413056;-28.526389;Cyathea phalerata;GBIF
-49.411944;-28.259722;Cyathea phalerata;GBIF
-49.770833;-27.270278;Cyathea phalerata;GBIF
-49.232222;-28.619167;Cyathea phalerata;GBIF
-51.568194;-25.04625;Cyathea phalerata;GBIF
-49.040833;-26.534167;Cyathea phalerata;GBIF
-49.051944;-27.268611;Cyathea phalerata;GBIF
-50.301944;-26.216389;Cyathea phalerata;GBIF
-49.104722;-27.025833;Cyathea phalerata;GBIF
-49.07;-27.003056;Cyathea phalerata;GBIF
-48645;-26.853611;Cyathea phalerata;GBIF
-48.610556;-26.393333;Cyathea phalerata;GBIF
-48.801944;-26.030278;Cyathea phalerata;GBIF
-50.4;-26.64;Cyathea phalerata;GBIF
-48.780556;-27.09;Cyathea phalerata;GBIF
-48.690278;-27.361389;Cyathea phalerata;GBIF
-48.508056;-27.451111;Cyathea phalerata;GBIF
-48.960833;-27.720278;Cyathea phalerata;GBIF
-48.87;-27.272222;Cyathea phalerata;GBIF
-49.436389;-27.076667;Cyathea phalerata;GBIF
-50.220556;-27.000278;Cyathea phalerata;GBIF
-49.41;-26.46;Cyathea phalerata;GBIF
-49.590555;-26.640278;Cyathea phalerata;GBIF
-49.32;-26.55;Cyathea phalerata;GBIF
-49.230833;-27.989722;Cyathea phalerata;GBIF
-49.411389;-26.638333;Cyathea phalerata;GBIF
-49.678333;-26.908611;Cyathea phalerata;GBIF
-49.680556;-26.820278;Cyathea phalerata;GBIF
-49.026944;-27.263611;Cyathea phalerata;GBIF
-48.87;-28.08;Cyathea phalerata;GBIF
-48.78;-27.72;Cyathea phalerata;GBIF
-48.69;-27.45;Cyathea phalerata;GBIF
-48.871389;-27.718889;Cyathea phalerata;GBIF
-49.230833;-27.09;Cyathea phalerata;GBIF
-49.860556;-26.640278;Cyathea phalerata;GBIF
-48.87;-27.45;Cyathea phalerata;GBIF
-49.590555;-27.090278;Cyathea phalerata;GBIF
-48.78;-27.36;Cyathea phalerata;GBIF
-49.050556;-27.358611;Cyathea phalerata;GBIF
-49.5;-26.64;Cyathea phalerata;GBIF
-49.863056;-26.909722;Cyathea phalerata;GBIF
-48.780833;-27.628889;Cyathea phalerata;GBIF
-49.048889;-27.989167;Cyathea phalerata;GBIF
-50.4;-28.350278;Cyathea phalerata;GBIF
-48.691667;-27.63;Cyathea phalerata;GBIF
-49.499722;-26.73;Cyathea phalerata;GBIF
-49.14;-27.54;Cyathea phalerata;GBIF
-49.4075;-26.7275;Cyathea phalerata;GBIF
-49.119167;-26.903056;Cyathea phalerata;GBIF
-49345;-26.2275;Cyathea phalerata;GBIF
-49.320833;-26.818611;Cyathea phalerata;GBIF
-49.770556;-26.910278;Cyathea phalerata;GBIF
-49.229444;-26.820833;Cyathea phalerata;GBIF
-49.14;-26.28;Cyathea phalerata;GBIF
-49.41;-27;Cyathea phalerata;GBIF
-48.96;-27.54;Cyathea phalerata;GBIF
-48.87;-26.01;Cyathea phalerata;GBIF
-49.409167;-28.709167;Cyathea phalerata;GBIF
-49.049167;-27.179722;Cyathea phalerata;GBIF
-48.689444;-27.540278;Cyathea phalerata;GBIF
-48.870278;-27.539444;Cyathea phalerata;GBIF
-48.69;-26.19;Cyathea phalerata;GBIF
-49.393611;-27.180278;Cyathea phalerata;GBIF
-49.051667;-26.462222;Cyathea phalerata;GBIF
-49.950556;-26.730278;Cyathea phalerata;GBIF
-49.049444;-27.630278;Cyathea phalerata;GBIF
-49.230556;-27.180278;Cyathea phalerata;GBIF
-49.320556;-27.180278;Cyathea phalerata;GBIF
-50.038055;-27.092222;Cyathea phalerata;GBIF
-49.9475;-26.549722;Cyathea phalerata;GBIF
-49.049722;-27.54;Cyathea phalerata;GBIF
-49.77;-28.71;Cyathea phalerata;GBIF
-49.68;-27.18;Cyathea phalerata;GBIF
-49.41;-26.369722;Cyathea phalerata;GBIF
-49.68;-28.799722;Cyathea phalerata;GBIF
-49.410833;-27.629167;Cyathea phalerata;GBIF
-49.500556;-27.630278;Cyathea phalerata;GBIF
-48.780278;-26.999722;Cyathea phalerata;GBIF
-49.23;-27.27;Cyathea phalerata;GBIF
-48.784167;-26.641111;Cyathea phalerata;GBIF
-48.776667;-26.548055;Cyathea phalerata;GBIF
-49.86;-29.07;Cyathea phalerata;GBIF
-49.32;-27.45;Cyathea phalerata;GBIF
-49.316667;-27.5375;Cyathea phalerata;GBIF
-49.770833;-26.55;Cyathea phalerata;GBIF
-49.059722;-26.936667;Cyathea phalerata;GBIF
-49.071944;-26.921389;Cyathea phalerata;GBIF
-49.9875;-26.828611;Cyathea phalerata;GBIF
-48.97940063;-28.16469955;Cyathea phalerata;SpeciesLink
-48.82360077;-27.69389915;Cyathea phalerata;SpeciesLink
-48.98529816;-27.5685997;Cyathea phalerata;SpeciesLink
-48.82720184;-26.89970016;Cyathea phalerata;SpeciesLink
-49.27170181;-26.82329941;Cyathea phalerata;SpeciesLink
-48.83440018;-25.4769001;Cyathea phalerata;SpeciesLink
-45875;-23725;Cyathea phalerata;SpeciesLink
-48.6272;-27.6156;Cyathea phalerata;SpeciesLink
-50.3258;-27.8161;Cyathea phalerata;SpeciesLink
-48.8456;-26.3044;Cyathea phalerata;SpeciesLink
-49.86;-28.89;Cyathea phalerata;IFFSC
-49.32;-28.89;Cyathea phalerata;IFFSC
-49.41;-28.17;Cyathea phalerata;IFFSC
-48.871944;-27.898333;Cyathea phalerata;IFFSC
-48.866944;-27.81;Cyathea phalerata;IFFSC
-48.6925;-27.717778;Cyathea phalerata;IFFSC
-49.59;-27.63;Cyathea phalerata;IFFSC
-49.770556;-27.54;Cyathea phalerata;IFFSC
-49.41;-27.54;Cyathea phalerata;IFFSC
-49.23;-27.449722;Cyathea phalerata;IFFSC
-49.68;-27.36;Cyathea phalerata;IFFSC
-49.137778;-27.359722;Cyathea phalerata;IFFSC
-48.96;-27.36;Cyathea phalerata;IFFSC
-48.809444;-27.271111;Cyathea phalerata;IFFSC
-49.41;-27.18;Cyathea phalerata;IFFSC
-49.14;-27.18;Cyathea phalerata;IFFSC
-48.779722;-27.180278;Cyathea phalerata;IFFSC
-50.22;-27.0925;Cyathea phalerata;IFFSC
-49.77;-27.09;Cyathea phalerata;IFFSC
-49.049444;-27.09;Cyathea phalerata;IFFSC
-49.589444;-26.998056;Cyathea phalerata;IFFSC
-49.32;-26.999722;Cyathea phalerata;IFFSC
-50.128611;-26.908611;Cyathea phalerata;IFFSC
-49.588056;-26.911667;Cyathea phalerata;IFFSC
-49.410833;-26.91;Cyathea phalerata;IFFSC
-49.769444;-26.821389;Cyathea phalerata;IFFSC
-48.694722;-26.730278;Cyathea phalerata;IFFSC
-48.780278;-27.81;Cyathea phalerata;IFFSC
-50.312778;-26.551389;Cyathea phalerata;IFFSC
-50.13;-27.18;Cyathea phalerata;IFFSC
-50.489167;-26.459722;Cyathea phalerata;IFFSC
-49.14;-27.09;Cyathea phalerata;IFFSC
-50.13;-27;Cyathea phalerata;IFFSC
-50.938056;-26.371111;Cyathea phalerata;IFFSC
-49.23;-26.999722;Cyathea phalerata;IFFSC
-50.765833;-26.373056;Cyathea phalerata;IFFSC
-48.690278;-27;Cyathea phalerata;IFFSC
-50.219722;-26.909722;Cyathea phalerata;IFFSC
-49.499444;-26.910278;Cyathea phalerata;IFFSC
-50.222778;-26.817222;Cyathea phalerata;IFFSC
-49.05;-26.28;Cyathea phalerata;IFFSC
-49.591389;-26.731389;Cyathea phalerata;IFFSC
