x;y;Species;Reference
-49.140833;-26.187222;Cyathea phalerata;IFFSC
-49.950833;-26.099444;Cyathea phalerata;IFFSC
-48.689722;-26.099444;Cyathea phalerata;IFFSC
-49.41;-26.549722;Cyathea phalerata;IFFSC
-49.05;-26.550278;Cyathea phalerata;IFFSC
-49.05;-26.099722;Cyathea phalerata;IFFSC
-50.32648464;-27.82000884;Cyathea villosa;GBIF
-46.32;-23.78;Cyathea villosa;GBIF
-46.735278;-23.985278;Cyathea villosa;GBIF
-50.03;-24.5;Cyathea villosa;GBIF
-47.510556;-24.102222;Cyathea villosa;GBIF
-50.221667;-24.885278;Cyathea villosa;GBIF
-49.8;-25.05;Cyathea villosa;GBIF
-51458;-25.3952;Cyathea villosa;Fernandes,1997
-46.63;-23.54;Cyathea villosa;SpeciesLink
-50177;-25095;Cyathea villosa;SpeciesLink
-50.0119;-24791;Cyathea villosa;SpeciesLink
-47.63;-24.31999;Cyathea villosa;SpeciesLink
-49.94;-25.4;Cyathea villosa;SpeciesLink
-51.6325;-29.221944;Dicksonia sellowiana;GBIF
-48.87;-27.45;Dicksonia sellowiana;GBIF
-51.900278;-26.085278;Dicksonia sellowiana;GBIF
-46.297432;-23.774909;Dicksonia sellowiana;GBIF
-50.612841;-29.448418;Dicksonia sellowiana;GBIF
-50.58975;-24.337056;Dicksonia sellowiana;GBIF
-50.308417;-24.143083;Dicksonia sellowiana;GBIF
-50.0259;-29.0045;Dicksonia sellowiana;GBIF
-52.266972;-24.577639;Dicksonia sellowiana;GBIF
-48.919444;-25.58;Dicksonia sellowiana;GBIF
-54.2;-26.9;Dicksonia sellowiana;GBIF
-49.0036;-25.3887;Dicksonia sellowiana;GBIF
-50.695833;-29.342222;Dicksonia sellowiana;GBIF
-51.850361;-24.646667;Dicksonia sellowiana;GBIF
-51.854917;-25.944056;Dicksonia sellowiana;GBIF
-51.838306;-25.949722;Dicksonia sellowiana;GBIF
-51.167412;-28.223316;Dicksonia sellowiana;GBIF
-50.817194;-29.321694;Dicksonia sellowiana;GBIF
-51.850222;-25.973472;Dicksonia sellowiana;GBIF
-51.731944;-24.77275;Dicksonia sellowiana;GBIF
-51.748917;-24.780389;Dicksonia sellowiana;GBIF
-50.144348;-29.047782;Dicksonia sellowiana;GBIF
-49.67;-26.73;Dicksonia sellowiana;GBIF
-50.890537;-29.219297;Dicksonia sellowiana;GBIF
-49.62503789;-28.34081854;Dicksonia sellowiana;GBIF
-53.883333;-26.466667;Dicksonia sellowiana;GBIF
-50.049722;-29.012583;Dicksonia sellowiana;GBIF
-51.593556;-25.060194;Dicksonia sellowiana;GBIF
-51565;-24.976333;Dicksonia sellowiana;GBIF
-48.963889;-26.029722;Dicksonia sellowiana;GBIF
-51.855667;-25.927278;Dicksonia sellowiana;GBIF
-50.584167;-25.023889;Dicksonia sellowiana;GBIF
-51.066667;-29.516667;Dicksonia sellowiana;GBIF
-50.115147;-29.119564;Dicksonia sellowiana;GBIF
-50.118572;-29.134469;Dicksonia sellowiana;GBIF
-50.104969;-29.132972;Dicksonia sellowiana;GBIF
-50.291056;-29.706944;Dicksonia sellowiana;GBIF
-50.365278;-29.730833;Dicksonia sellowiana;GBIF
-50.912994;-29.51695;Dicksonia sellowiana;GBIF
-50.55;-29.433333;Dicksonia sellowiana;GBIF
-50.8;-29.316667;Dicksonia sellowiana;GBIF
-53.816667;-27.183333;Dicksonia sellowiana;GBIF
-53.585556;-29.6425;Dicksonia sellowiana;GBIF
-53.670639;-25.083889;Dicksonia sellowiana;GBIF
-52.129722;-24.763972;Dicksonia sellowiana;GBIF
-49.05;-27.450556;Dicksonia sellowiana;GBIF
-50.815181;-29.381486;Dicksonia sellowiana;GBIF
-50.780555;-28.179444;Dicksonia sellowiana;GBIF
-50.369528;-27.119083;Dicksonia sellowiana;GBIF
-50.110597;-29.512881;Dicksonia sellowiana;GBIF
-49.229167;-27.721111;Dicksonia sellowiana;GBIF
-51;-24;Dicksonia sellowiana;GBIF
-48.693333;-24.539444;Dicksonia sellowiana;GBIF
-50.100556;-29.162222;Dicksonia sellowiana;GBIF
-49.14;-27.81;Dicksonia sellowiana;GBIF
-50.22103;-27.07087;Dicksonia sellowiana;GBIF
-50.237433;-30.103306;Dicksonia sellowiana;GBIF
-51.058833;-28.945056;Dicksonia sellowiana;GBIF
-49.383611;-26.275556;Dicksonia sellowiana;GBIF
-49.049722;-28.169444;Dicksonia sellowiana;GBIF
-51.260278;-27.629167;Dicksonia sellowiana;GBIF
-49.409167;-27.722222;Dicksonia sellowiana;GBIF
-54.2;-26.98333;Dicksonia sellowiana;GBIF
-53.66666;-26.2;Dicksonia sellowiana;GBIF
-53.78333;-26.01666;Dicksonia sellowiana;GBIF
-53.81666;-26.43333;Dicksonia sellowiana;GBIF
-51.48;-27.54;Dicksonia sellowiana;GBIF
-51.33333;-26.41667;Dicksonia sellowiana;GBIF
-50.66667;-25.5;Dicksonia sellowiana;GBIF
-52.016944;-26.82;Dicksonia sellowiana;GBIF
-51.188528;-27.930278;Dicksonia sellowiana;GBIF
-52.283333;-28.8;Dicksonia sellowiana;GBIF
-51.616667;-28.25;Dicksonia sellowiana;GBIF
-51.562222;-25.043611;Dicksonia sellowiana;GBIF
-49.298889;-28.285278;Dicksonia sellowiana;GBIF
-50.174444;-29.480833;Dicksonia sellowiana;GBIF
-50.575556;-29.420556;Dicksonia sellowiana;GBIF
-50.815556;-29.365833;Dicksonia sellowiana;GBIF
-49.22275;-25.332333;Dicksonia sellowiana;GBIF
-50.32032;-24.20127;Dicksonia sellowiana;GBIF
-50.534167;-24.336944;Dicksonia sellowiana;GBIF
-49234;-25.4466;Dicksonia sellowiana;GBIF
-49.616667;-28.033333;Dicksonia sellowiana;GBIF
-48.833333;-25.233333;Dicksonia sellowiana;GBIF
-51.7825;-26.893333;Dicksonia sellowiana;GBIF
-50.793056;-29.674444;Dicksonia sellowiana;GBIF
-50.561944;-29.432222;Dicksonia sellowiana;GBIF
-51925;-26.986111;Dicksonia sellowiana;GBIF
-48.862222;-25.391667;Dicksonia sellowiana;GBIF
-49.378611;-26.250556;Dicksonia sellowiana;GBIF
-49.216667;-25.283333;Dicksonia sellowiana;GBIF
-51.6;-26.416667;Dicksonia sellowiana;GBIF
-50.189811;-29.864942;Dicksonia sellowiana;GBIF
-49.923078;-29.319981;Dicksonia sellowiana;GBIF
-50.280709;-29.578761;Dicksonia sellowiana;GBIF
-49.4975;-27.901389;Dicksonia sellowiana;GBIF
-49.509722;-27.265278;Dicksonia sellowiana;GBIF
-49.86;-27.72;Dicksonia sellowiana;GBIF
-51.48;-27;Dicksonia sellowiana;GBIF
-49.304444;-26.255556;Dicksonia sellowiana;GBIF
-49.263889;-26.270556;Dicksonia sellowiana;GBIF
-49.351667;-26.313056;Dicksonia sellowiana;GBIF
-49.39;-26.341667;Dicksonia sellowiana;GBIF
-49.223889;-26.281944;Dicksonia sellowiana;GBIF
-50.4;-26.64;Dicksonia sellowiana;GBIF
-49.590555;-26.640278;Dicksonia sellowiana;GBIF
-50.223333;-26.8175;Dicksonia sellowiana;GBIF
-49.678333;-26.908611;Dicksonia sellowiana;GBIF
-49.77;-26.821667;Dicksonia sellowiana;GBIF
-48.87;-28.08;Dicksonia sellowiana;GBIF
-49.41;-26.55;Dicksonia sellowiana;GBIF
-49.5;-26.64;Dicksonia sellowiana;GBIF
-49.863056;-26.909722;Dicksonia sellowiana;GBIF
-49.411389;-26.638333;Dicksonia sellowiana;GBIF
-49.499722;-26.73;Dicksonia sellowiana;GBIF
-49.14;-27.449722;Dicksonia sellowiana;GBIF
-49345;-26.2275;Dicksonia sellowiana;GBIF
-50.130556;-27.000278;Dicksonia sellowiana;GBIF
-49.413056;-28.526389;Dicksonia sellowiana;GBIF
-49.950556;-26.730278;Dicksonia sellowiana;GBIF
-49.321111;-27.631389;Dicksonia sellowiana;GBIF
-49.590555;-27.090278;Dicksonia sellowiana;GBIF
-49.410833;-27.629167;Dicksonia sellowiana;GBIF
-49.500556;-27.630278;Dicksonia sellowiana;GBIF
-49.86;-28.89;Dicksonia sellowiana;GBIF
-49.32;-27.359722;Dicksonia sellowiana;GBIF
-49.86;-27.9;Dicksonia sellowiana;GBIF
-49.412222;-27.992222;Dicksonia sellowiana;GBIF
-52.564167;-26.460556;Dicksonia sellowiana;GBIF
-49.491944;-28.013056;Dicksonia sellowiana;GBIF
-50.94;-27.63;Dicksonia sellowiana;GBIF
-51.136667;-27.690833;Dicksonia sellowiana;GBIF
-50.715833;-28.214167;Dicksonia sellowiana;GBIF
-50.039444;-27.540278;Dicksonia sellowiana;GBIF
-49.087778;-27.056667;Dicksonia sellowiana;GBIF
-52.515556;-26.944444;Dicksonia sellowiana;GBIF
-51.029167;-27.001667;Dicksonia sellowiana;GBIF
-48.414722;-24.965278;Dicksonia sellowiana;GBIF
-53.88;-26.9;Dicksonia sellowiana;GBIF
-53.9;-26.88;Dicksonia sellowiana;GBIF
-50.5;-29.4;Dicksonia sellowiana;GBIF
-52.42580032;-29.71750069;Dicksonia sellowiana;SpeciesLink
-50.58359909;-29.44809914;Dicksonia sellowiana;SpeciesLink
-51.1142;-29.3767;Dicksonia sellowiana;SpeciesLink
-51.1794014;-29.16810036;Dicksonia sellowiana;SpeciesLink
-51.63169861;-29.16279984;Dicksonia sellowiana;SpeciesLink
-51.40810013;-28.99029922;Dicksonia sellowiana;SpeciesLink
-51.06809998;-28.97109985;Dicksonia sellowiana;SpeciesLink
-49.29140091;-28.35890007;Dicksonia sellowiana;SpeciesLink
-54.26309967;-28.29920006;Dicksonia sellowiana;SpeciesLink
-51.19029999;-28.05360031;Dicksonia sellowiana;SpeciesLink
-49.59170151;-28.01499939;Dicksonia sellowiana;SpeciesLink
-48.6678009;-27.64529991;Dicksonia sellowiana;SpeciesLink
-48.76750183;-27.51689911;Dicksonia sellowiana;SpeciesLink
-48.82720184;-26.89970016;Dicksonia sellowiana;SpeciesLink
-51.0147;-26.7756;Dicksonia sellowiana;SpeciesLink
-51.99060059;-26.48419952;Dicksonia sellowiana;SpeciesLink
-48.8456;-26.3044;Dicksonia sellowiana;SpeciesLink
-50.82109833;-25.87779999;Dicksonia sellowiana;SpeciesLink
-49.2731;-25.4281;Dicksonia sellowiana;SpeciesLink
-50.61560059;-24.32390022;Dicksonia sellowiana;SpeciesLink
-50.4;-28.350278;Dicksonia sellowiana;IFFSC
-49.769167;-28.260556;Dicksonia sellowiana;IFFSC
-49.411944;-28.259722;Dicksonia sellowiana;IFFSC
-49.861944;-28.169167;Dicksonia sellowiana;IFFSC
-49.591111;-28.0825;Dicksonia sellowiana;IFFSC
-49.498333;-28.082778;Dicksonia sellowiana;IFFSC
-49.41;-28.080278;Dicksonia sellowiana;IFFSC
-49.768333;-27.99;Dicksonia sellowiana;IFFSC
-49.32;-27.988889;Dicksonia sellowiana;IFFSC
-50.579444;-27.901389;Dicksonia sellowiana;IFFSC
-50.129444;-27.900278;Dicksonia sellowiana;IFFSC
-49.59;-27.899722;Dicksonia sellowiana;IFFSC
-49.23;-27.9;Dicksonia sellowiana;IFFSC
-48.871944;-27.898333;Dicksonia sellowiana;IFFSC
-49.949722;-27.81;Dicksonia sellowiana;IFFSC
-49.59;-27.81;Dicksonia sellowiana;IFFSC
-49.322222;-27.811667;Dicksonia sellowiana;IFFSC
-51.117222;-27.716944;Dicksonia sellowiana;IFFSC
-50.578611;-27.631944;Dicksonia sellowiana;IFFSC
-50.22;-27.630833;Dicksonia sellowiana;IFFSC
-49.59;-27.63;Dicksonia sellowiana;IFFSC
-49.233611;-27.63;Dicksonia sellowiana;IFFSC
-50.130278;-27.541111;Dicksonia sellowiana;IFFSC
-49.770556;-27.54;Dicksonia sellowiana;IFFSC
-49.41;-27.54;Dicksonia sellowiana;IFFSC
-49.316667;-27.5375;Dicksonia sellowiana;IFFSC
-50.940833;-27.449444;Dicksonia sellowiana;IFFSC
-50.761667;-27.450833;Dicksonia sellowiana;IFFSC
-50.580278;-27.450556;Dicksonia sellowiana;IFFSC
-49.32;-27.45;Dicksonia sellowiana;IFFSC
-49.23;-27.449722;Dicksonia sellowiana;IFFSC
-50.580833;-27.359167;Dicksonia sellowiana;IFFSC
-50.233611;-27.361111;Dicksonia sellowiana;IFFSC
-50.038333;-27.361389;Dicksonia sellowiana;IFFSC
-50.671389;-27.269167;Dicksonia sellowiana;IFFSC
-50.1325;-27275;Dicksonia sellowiana;IFFSC
-49.051944;-27.268611;Dicksonia sellowiana;IFFSC
-51.209167;-27.090833;Dicksonia sellowiana;IFFSC
-50.22;-27.0925;Dicksonia sellowiana;IFFSC
-52.199722;-26.999722;Dicksonia sellowiana;IFFSC
-51.93;-26.999722;Dicksonia sellowiana;IFFSC
-50.670278;-26.999722;Dicksonia sellowiana;IFFSC
-51.032778;-26.909167;Dicksonia sellowiana;IFFSC
-50.94;-26.91;Dicksonia sellowiana;IFFSC
-49.77;-26.91;Dicksonia sellowiana;IFFSC
-49.588056;-26.911667;Dicksonia sellowiana;IFFSC
-52.294167;-26.822222;Dicksonia sellowiana;IFFSC
-51.969722;-26.788611;Dicksonia sellowiana;IFFSC
-51.4825;-26.818056;Dicksonia sellowiana;IFFSC
-51.303333;-26.818889;Dicksonia sellowiana;IFFSC
-51.021944;-26.818611;Dicksonia sellowiana;IFFSC
-50.674444;-26.819722;Dicksonia sellowiana;IFFSC
-50.309167;-26.822222;Dicksonia sellowiana;IFFSC
-51.118889;-26.731944;Dicksonia sellowiana;IFFSC
-50.131944;-26.731667;Dicksonia sellowiana;IFFSC
-49.4075;-26.7275;Dicksonia sellowiana;IFFSC
-51.572778;-26.641667;Dicksonia sellowiana;IFFSC
-51.480278;-26.6375;Dicksonia sellowiana;IFFSC
-50.751389;-26645;Dicksonia sellowiana;IFFSC
-50.58;-26.640833;Dicksonia sellowiana;IFFSC
-49.049444;-27.630278;Dicksonia sellowiana;IFFSC
-49.949722;-26.64;Dicksonia sellowiana;IFFSC
-49.049722;-27.54;Dicksonia sellowiana;IFFSC
-52.108889;-26.550278;Dicksonia sellowiana;IFFSC
-51.027778;-26.553611;Dicksonia sellowiana;IFFSC
-49.41;-27.360278;Dicksonia sellowiana;IFFSC
-50.399722;-26.547778;Dicksonia sellowiana;IFFSC
-50.312778;-26.551389;Dicksonia sellowiana;IFFSC
-50.400278;-27.269722;Dicksonia sellowiana;IFFSC
-50.22;-27.27;Dicksonia sellowiana;IFFSC
-50.041111;-27.270278;Dicksonia sellowiana;IFFSC
-49.68;-26.55;Dicksonia sellowiana;IFFSC
-49.32;-26.55;Dicksonia sellowiana;IFFSC
-50.579722;-27.090833;Dicksonia sellowiana;IFFSC
-50.312222;-27.091944;Dicksonia sellowiana;IFFSC
-51.03;-26.46;Dicksonia sellowiana;IFFSC
-50.940833;-26.461667;Dicksonia sellowiana;IFFSC
-49.23;-27.09;Dicksonia sellowiana;IFFSC
-50.489167;-26.459722;Dicksonia sellowiana;IFFSC
-49.948889;-26.460278;Dicksonia sellowiana;IFFSC
-49.590556;-26.459722;Dicksonia sellowiana;IFFSC
-50.310278;-27.000278;Dicksonia sellowiana;IFFSC
-50.22;-27;Dicksonia sellowiana;IFFSC
-50.938056;-26.371111;Dicksonia sellowiana;IFFSC
-50.765833;-26.373056;Dicksonia sellowiana;IFFSC
-50.580278;-26.381389;Dicksonia sellowiana;IFFSC
-50.849722;-28035;Dicksonia sellowiana;IFFSC
-49.41;-26.369722;Dicksonia sellowiana;IFFSC
-50895;-27.990278;Dicksonia sellowiana;IFFSC
-50.22;-26.28;Dicksonia sellowiana;IFFSC
-49.949722;-26.277222;Dicksonia sellowiana;IFFSC
-50.31;-26.73;Dicksonia sellowiana;IFFSC
-49.05;-26.28;Dicksonia sellowiana;IFFSC
-50.212222;-26.734722;Dicksonia sellowiana;IFFSC
-49.77;-26.19;Dicksonia sellowiana;IFFSC
-49.591389;-26.731389;Dicksonia sellowiana;IFFSC
-49.140833;-26.187222;Dicksonia sellowiana;IFFSC
-51.930278;-26.64;Dicksonia sellowiana;IFFSC
-50.132778;-26.103056;Dicksonia sellowiana;IFFSC
-49.950833;-26.099444;Dicksonia sellowiana;IFFSC
-50.13;-26.64;Dicksonia sellowiana;IFFSC
-49.770833;-26.549722;Dicksonia sellowiana;IFFSC
-50.301944;-26.216389;Dicksonia sellowiana;IFFSC
-49.05;-26.099722;Dicksonia sellowiana;IFFSC
-51.162778;-27.633333;Dicksonia sellowiana;IFFSC
-51.391944;-27.091389;Dicksonia sellowiana;IFFSC
-51.389722;-27.135833;Dicksonia sellowiana;IFFSC
-50.228333;-26.251389;Dicksonia sellowiana;IFFSC
-50.963889;-26.861111;Dicksonia sellowiana;IFFSC
-53.285556;-26.308889;Dicksonia sellowiana;IFFSC
-52.571389;-26.469722;Dicksonia sellowiana;IFFSC
-49.383611;-26.275556;Lophosoria quadripinnata;GBIF
-50.299722;-25.69;Lophosoria quadripinnata;GBIF
-49.191944;-26.200833;Lophosoria quadripinnata;GBIF
-49.212778;-28.186667;Lophosoria quadripinnata;GBIF
-50.001278;-29.186167;Lophosoria quadripinnata;GBIF
-49.4975;-27.901389;Lophosoria quadripinnata;GBIF
-50.456931;-29.640976;Lophosoria quadripinnata;GBIF
-51.150556;-29.152222;Lophosoria quadripinnata;GBIF
-50.291056;-29.706944;Lophosoria quadripinnata;GBIF
-48.693333;-24.539444;Lophosoria quadripinnata;GBIF
-49.32;-27.45;Lophosoria quadripinnata;GBIF
-49.14;-27.449722;Lophosoria quadripinnata;GBIF
-50.930833;-28.868611;Lophosoria quadripinnata;GBIF
-51;-24;Lophosoria quadripinnata;GBIF
-49.841389;-29.324722;Lophosoria quadripinnata;GBIF
-49.410556;-26.315278;Lophosoria quadripinnata;GBIF
-48.833333;-26.3;Lophosoria quadripinnata;GBIF
-49.923056;-29.327222;Lophosoria quadripinnata;GBIF
-48.533333;-24.666667;Lophosoria quadripinnata;GBIF
-50181;-24874;Lophosoria quadripinnata;GBIF
-48.833333;-25.233333;Lophosoria quadripinnata;GBIF
-49.65;-24.166667;Lophosoria quadripinnata;GBIF
-50.838194;-26.087806;Lophosoria quadripinnata;GBIF
-49.031944;-26.776667;Lophosoria quadripinnata;GBIF
-49.65;-27.955556;Lophosoria quadripinnata;GBIF
-49.118056;-27.023333;Lophosoria quadripinnata;GBIF
-48.780833;-27.81;Lophosoria quadripinnata;GBIF
-50.220556;-27.000278;Lophosoria quadripinnata;GBIF
-50.223333;-26.8175;Lophosoria quadripinnata;GBIF
-49.86;-28.89;Lophosoria quadripinnata;GBIF
-48.866944;-27.81;Lophosoria quadripinnata;GBIF
-49.087778;-27.056667;Lophosoria quadripinnata;GBIF
-48.374444;-24.3075;Lophosoria quadripinnata;GBIF
-50.23279953;-30.24749947;Lophosoria quadripinnata;SpeciesLink
-52.42580032;-29.71750069;Lophosoria quadripinnata;SpeciesLink
-50.3260994;-27.81609917;Lophosoria quadripinnata;SpeciesLink
-48.82720184;-26.89970016;Lophosoria quadripinnata;SpeciesLink
-48.59000015;-24.57999992;Lophosoria quadripinnata;SpeciesLink
-49.409167;-27.722222;Sphaeropteris gardneri;GBIF
-49.429167;-26.910556;Sphaeropteris gardneri;GBIF
-50.4;-26.64;Sphaeropteris gardneri;GBIF
-49.050556;-26.280278;Sphaeropteris gardneri;GBIF
-49.5;-26.64;Sphaeropteris gardneri;GBIF
-49.770833;-27.270278;Sphaeropteris gardneri;GBIF
-49.14;-27.449722;Sphaeropteris gardneri;GBIF
-49.410556;-27.54;Sphaeropteris gardneri;GBIF
-49.049167;-27.179722;Sphaeropteris gardneri;GBIF
-49.433333;-26.616667;Sphaeropteris gardneri;GBIF
-49.2608;-24.8236;Sphaeropteris gardneri;SpeciesLink
-49.498611;-28.443611;Sphaeropteris gardneri;IFFSC
-49.411944;-28.259722;Sphaeropteris gardneri;IFFSC
-49.41;-28.17;Sphaeropteris gardneri;IFFSC
-49.59;-27.63;Sphaeropteris gardneri;IFFSC
-49.77;-26.91;Sphaeropteris gardneri;IFFSC
-49.769444;-26.821389;Sphaeropteris gardneri;IFFSC
-50.131944;-26.731667;Sphaeropteris gardneri;IFFSC
-50.489167;-26.459722;Sphaeropteris gardneri;IFFSC
